Date,Price
2014-01-02,2598.00
2014-01-03,2587.00
2014-01-06,2562.00
2014-01-07,2533.50
2014-01-08,2511.00
2014-01-09,2504.50
2014-01-10,2506.50
2014-01-13,2488.50
2014-01-15,2493.50
2014-01-16,2510.00
2014-01-20,2534.00
2014-01-21,2536.00
2014-01-22,2545.00
2014-01-23,2544.00
2014-01-24,2538.00
2014-01-27,2534.00
2014-01-28,2500.00
2014-01-29,2530.00
2014-02-04,2521.00
2014-02-05,2528.50
2014-02-06,2544.00
2014-02-07,2564.50
2014-02-10,2582.00
2014-02-11,2595.00
2014-02-12,2605.50
2014-02-13,2622.50
2014-02-14,2664.50
2014-02-17,2659.50
2014-02-18,2696.00
2014-02-19,2709.00
2014-02-20,2715.50
2014-02-21,2737.00
2014-02-24,2767.50
2014-02-25,2772.00
2014-02-26,2778.50
2014-02-27,2801.00
2014-02-28,2768.00
2014-03-03,2833.00
2014-03-04,2838.50
2014-03-05,2846.50
2014-03-06,2839.00
2014-03-07,2893.50
2014-03-10,2884.50
2014-03-11,2917.00
2014-03-12,2904.00
2014-03-13,2895.00
2014-03-14,2859.00
2014-03-17,2830.00
2014-03-18,2843.50
2014-03-19,2870.00
2014-03-20,2863.00
2014-03-21,2857.50
2014-03-24,2860.00
2014-03-25,2810.50
2014-03-26,2815.00
2014-03-27,2787.00
2014-03-31,2750.50
2014-04-01,2716.50
2014-04-02,2733.50
2014-04-03,2702.00
2014-04-04,2677.50
2014-04-07,2661.50
2014-04-08,2654.50
2014-04-09,2639.00
2014-04-10,2652.00
2014-04-11,2653.00
2014-04-14,2684.00
2014-04-15,2700.00
2014-04-16,2690.50
2014-04-17,2711.50
2014-04-18,2703.00
2014-04-21,2682.00
2014-04-22,2707.00
2014-04-23,2701.00
2014-04-24,2698.50
2014-04-25,2696.00
2014-04-28,2717.50
2014-04-29,2683.50
2014-05-02,2650.50
2014-05-05,2646.00
2014-05-06,2622.50
2014-05-07,2628.00
2014-05-08,2621.00
2014-05-09,2624.50
2014-05-12,2622.00
2014-05-14,2624.00
2014-05-15,2639.50
2014-05-16,2630.50
2014-05-19,2594.50
2014-05-20,2569.00
2014-05-21,2539.50
2014-05-22,2543.50
2014-05-23,2543.50
2014-05-26,2495.00
2014-05-28,2502.50
2014-05-29,2490.00
2014-05-30,2457.00
2014-06-02,2406.00
2014-06-03,2404.50
2014-06-05,2426.50
2014-06-06,2407.50
2014-06-09,2408.00
2014-06-10,2401.50
2014-06-11,2388.00
2014-06-12,2397.50
2014-06-13,2433.50
2014-06-16,2429.00
2014-06-17,2437.00
2014-06-18,2461.50
2014-06-19,2476.50
2014-06-20,2473.50
2014-06-23,2491.00
2014-06-24,2492.50
2014-06-25,2505.50
2014-06-26,2503.50
2014-06-27,2484.00
2014-06-30,2462.50
2014-07-01,2425.00
2014-07-02,2445.50
2014-07-03,2453.00
2014-07-04,2451.00
2014-07-07,2449.00
2014-07-08,2445.50
2014-07-09,2439.00
2014-07-10,2434.00
2014-07-14,2376.00
2014-07-16,2369.50
2014-07-17,2390.00
2014-07-18,2381.00
2014-07-21,2372.00
2014-07-22,2363.00
2014-07-23,2336.50
2014-07-24,2339.50
2014-07-25,2344.50
2014-07-30,2345.50
2014-08-01,2340.50
2014-08-04,2331.00
2014-08-05,2328.00
2014-08-06,2302.50
2014-08-07,2315.00
2014-08-08,2300.00
2014-08-11,2261.00
2014-08-12,2212.00
2014-08-13,2200.00
2014-08-14,2147.50
2014-08-15,2130.00
2014-08-18,2092.50
2014-08-19,2087.50
2014-08-20,2058.00
2014-08-22,2030.00
2014-08-25,1986.50
2014-08-26,2003.00
2014-08-27,2014.00
2014-08-28,1979.00
2014-08-29,1960.50
2014-09-02,1933.50
2014-09-03,1976.50
2014-09-04,1989.00
2014-09-05,2024.50
2014-09-08,2049.50
2014-09-09,2037.50
2014-09-10,2030.00
2014-09-11,2040.50
2014-09-12,2080.00
2014-09-15,2111.50
2014-09-17,2117.00
2014-09-18,2155.50
2014-09-19,2128.50
2014-09-22,2084.00
2014-09-23,2122.50
2014-09-24,2128.50
2014-09-25,2180.00
2014-09-26,2171.50
2014-09-29,2173.50
2014-09-30,2184.00
2014-10-01,2199.00
2014-10-02,2184.00
2014-10-03,2171.50
2014-10-07,2198.50
2014-10-08,2204.00
2014-10-09,2206.00
2014-10-10,2181.50
2014-10-13,2178.50
2014-10-14,2175.50
2014-10-15,2157.00
2014-10-16,2124.00
2014-10-17,2150.50
2014-10-20,2122.00
2014-10-21,2141.00
2014-10-23,2155.00
