Date,Price
2010-01-04,2593.50
2010-01-05,2616.50
2010-01-06,2630.50
2010-01-07,2592.00
2010-01-08,2572.50
2010-01-11,2563.50
2010-01-12,2523.00
2010-01-13,2483.50
2010-01-14,2502.00
2010-01-15,2469.00
2010-01-18,2439.50
2010-01-19,2467.00
2010-01-20,2428.50
2010-01-21,2432.50
2010-01-22,2462.00
2010-01-25,2462.00
2010-01-26,2427.00
2010-01-27,2414.50
2010-01-28,2441.00
2010-01-29,2436.00
2010-02-02,2449.50
2010-02-03,2494.50
2010-02-04,2507.50
2010-02-05,2510.50
2010-02-08,2544.50
2010-02-09,2559.00
2010-02-10,2558.50
2010-02-11,2583.50
2010-02-12,2569.00
2010-02-16,2625.00
2010-02-17,2612.00
2010-02-18,2606.00
2010-02-19,2601.50
2010-02-22,2624.00
2010-02-23,2638.50
2010-02-24,2623.00
2010-02-25,2590.50
2010-02-26,2600.00
2010-03-01,2620.50
2010-03-02,2613.50
2010-03-03,2631.00
2010-03-04,2650.50
2010-03-05,2681.50
2010-03-08,2701.00
2010-03-09,2699.50
2010-03-10,2689.00
2010-03-11,2686.50
2010-03-12,2649.50
2010-03-15,2627.50
2010-03-16,2610.50
2010-03-17,2616.50
2010-03-18,2593.00
2010-03-19,2597.50
2010-03-22,2604.50
2010-03-23,2616.50
2010-03-24,2618.00
2010-03-25,2612.50
2010-03-26,2602.50
2010-03-29,2575.00
2010-03-30,2569.00
2010-03-31,2580.00
2010-04-01,2584.50
2010-04-02,2588.50
2010-04-05,2594.00
2010-04-06,2553.50
2010-04-07,2560.00
2010-04-08,2564.50
2010-04-09,2549.00
2010-04-12,2564.00
2010-04-13,2543.00
2010-04-14,2550.00
2010-04-15,2534.00
2010-04-16,2537.00
2010-04-19,2498.00
2010-04-20,2499.50
2010-04-21,2507.00
2010-04-22,2510.00
2010-04-23,2532.00
2010-04-26,2564.50
2010-04-27,2567.00
2010-04-28,2554.50
2010-04-29,2546.00
2010-04-30,2561.00
2010-05-03,2567.50
2010-05-04,2555.00
2010-05-05,2543.00
2010-05-06,2556.00
2010-05-07,2541.00
2010-05-10,2556.50
2010-05-11,2545.00
2010-05-12,2553.00
2010-05-13,2538.00
2010-05-14,2523.00
2010-05-17,2461.00
2010-05-18,2492.50
2010-05-19,2495.50
2010-05-20,2517.00
2010-05-21,2539.00
2010-05-24,2548.00
2010-05-25,2541.00
2010-05-26,2543.00
2010-05-27,2546.00
2010-05-31,2535.00
2010-06-01,2541.00
2010-06-02,2552.00
2010-06-03,2554.00
2010-06-04,2554.50
2010-06-07,2545.50
2010-06-08,2543.50
2010-06-09,2533.50
2010-06-10,2534.50
2010-06-11,2532.00
2010-06-14,2509.00
2010-06-15,2500.00
2010-06-16,2488.50
2010-06-17,2494.50
2010-06-18,2498.50
2010-06-21,2494.50
2010-06-22,2481.50
2010-06-23,2475.00
2010-06-24,2472.00
2010-06-25,2467.50
2010-06-28,2479.00
2010-06-29,2451.50
2010-06-30,2430.00
2010-07-01,2433.00
2010-07-02,2422.50
2010-07-05,2402.50
2010-07-06,2386.00
2010-07-07,2402.00
2010-07-08,2400.00
2010-07-09,2407.50
2010-07-12,2417.50
2010-07-13,2422.00
2010-07-14,2447.50
2010-07-15,2466.00
2010-07-16,2489.50
2010-07-19,2491.50
2010-07-20,2502.00
2010-07-21,2507.50
2010-07-22,2535.50
2010-07-23,2570.00
2010-07-26,2559.00
2010-07-27,2530.50
2010-07-28,2556.00
2010-07-29,2587.00
2010-08-02,2633.00
2010-08-03,2628.50
2010-08-04,2661.50
2010-08-05,2667.50
2010-08-06,2721.50
2010-08-09,2791.50
2010-08-10,2756.00
2010-08-11,2762.00
2010-08-12,2784.00
2010-08-13,2788.50
2010-08-16,2794.50
2010-08-17,2768.50
2010-08-18,2755.50
2010-08-19,2735.00
2010-08-20,2708.00
2010-08-23,2726.50
2010-08-24,2717.50
2010-08-25,2680.50
2010-08-26,2675.00
2010-08-27,2693.50
2010-08-30,2727.50
2010-09-01,2677.00
2010-09-02,2688.00
2010-09-03,2699.50
2010-09-06,2723.00
2010-09-07,2723.00
2010-09-08,2741.00
2010-09-09,2742.00
2010-09-13,2756.00
2010-09-14,2749.50
2010-09-15,2726.00
2010-09-17,2723.00
2010-09-20,2760.00
2010-09-21,2739.00
2010-09-22,2725.00
2010-09-23,2733.00
2010-09-24,2741.50
2010-09-27,2744.50
2010-09-28,2737.50
2010-09-29,2726.00
2010-09-30,2721.50
2010-10-01,2735.00
2010-10-04,2701.00
2010-10-05,2698.50
2010-10-06,2729.50
2010-10-07,2755.00
2010-10-08,2791.50
2010-10-11,2901.00
2010-10-12,2900.00
2010-10-13,2913.50
2010-10-14,2914.50
2010-10-15,2924.50
2010-10-18,2884.50
2010-10-19,2907.50
2010-10-20,2924.00
2010-10-21,2992.50
2010-10-22,2999.00
2010-10-25,3059.50
2010-10-26,3038.00
2010-10-27,3027.50
2010-10-28,3049.00
2010-10-29,3065.00
2010-11-01,3066.50
2010-11-02,3086.00
2010-11-03,3091.00
2010-11-04,3128.50
2010-11-08,3290.00
2010-11-09,3202.00
2010-11-10,3372.50
2010-11-11,3406.50
2010-11-12,3326.50
2010-11-15,3337.50
2010-11-16,3364.50
2010-11-18,3239.50
2010-11-19,3322.00
2010-11-22,3286.00
2010-11-23,3285.50
2010-11-24,3278.50
2010-11-25,3305.50
2010-11-26,3317.50
2010-11-29,3354.50
2010-11-30,3442.00
2010-12-01,3495.00
2010-12-02,3511.00
2010-12-03,3537.00
2010-12-06,3599.00
2010-12-08,3602.00
2010-12-09,3625.00
2010-12-10,3615.50
2010-12-13,3690.50
2010-12-14,3742.00
2010-12-15,3697.50
2010-12-16,3646.50
2010-12-17,3641.00
2010-12-20,3573.50
2010-12-21,3600.00
2010-12-23,3692.50
2010-12-24,3681.50
2010-12-27,3726.00
2010-12-28,3782.00
2010-12-29,3756.00
