Date,Price
2013-01-02,2217.00
2013-01-03,2246.00
2013-01-04,2254.50
2013-01-07,2239.50
2013-01-08,2217.00
2013-01-09,2224.00
2013-01-10,2225.50
2013-01-11,2162.00
2013-01-14,2157.00
2013-01-15,2210.50
2013-01-16,2201.50
2013-01-17,2191.00
2013-01-18,2203.20
2013-01-21,2216.00
2013-01-22,2224.50
2013-01-23,2210.50
2013-01-25,2226.00
2013-01-29,2243.50
2013-01-30,2249.00
2013-01-31,2357.50
2013-02-04,2341.00
2013-02-05,2356.50
2013-02-06,2381.00
2013-02-07,2377.00
2013-02-08,2379.00
2013-02-13,2382.00
2013-02-14,2385.50
2013-02-15,2413.00
2013-02-18,2415.50
2013-02-19,2430.00
2013-02-20,2434.00
2013-02-21,2401.50
2013-02-22,2418.00
2013-02-25,2367.00
2013-02-26,2361.50
2013-02-27,2340.50
2013-02-28,2330.50
2013-03-01,2303.00
2013-03-04,2318.00
2013-03-05,2317.00
2013-03-06,2331.00
2013-03-07,2330.50
2013-03-08,2359.00
2013-03-11,2335.00
2013-03-12,2332.00
2013-03-13,2316.00
2013-03-14,2298.50
2013-03-15,2309.50
2013-03-18,2293.50
2013-03-19,2327.50
2013-03-20,2337.50
2013-03-21,2373.00
2013-03-22,2379.00
2013-03-25,2350.00
2013-03-26,2344.00
2013-03-27,2354.00
2013-03-28,2314.00
2013-03-29,2321.50
2013-04-01,2296.50
2013-04-02,2316.00
2013-04-03,2328.00
2013-04-04,2324.00
2013-04-08,2318.00
2013-04-09,2336.50
2013-04-10,2331.00
2013-04-11,2293.50
2013-04-12,2318.00
2013-04-15,2272.00
2013-04-16,2272.00
2013-04-17,2271.50
2013-04-18,2267.00
2013-04-19,2269.00
2013-04-22,2239.00
2013-04-23,2245.50
2013-04-24,2261.00
2013-04-25,2274.50
2013-04-26,2290.50
2013-04-29,2254.00
2013-04-30,2239.00
2013-05-02,2242.50
2013-05-03,2249.00
2013-05-06,2236.00
2013-05-07,2224.00
2013-05-08,2255.00
2013-05-09,2244.50
2013-05-10,2279.50
2013-05-13,2269.50
2013-05-14,2265.50
2013-05-15,2253.50
2013-05-16,2280.50
2013-05-17,2285.50
2013-05-20,2293.00
2013-05-21,2292.50
2013-05-22,2302.00
2013-05-23,2306.00
2013-05-27,2308.00
2013-05-28,2327.50
2013-05-29,2342.50
2013-05-30,2334.00
2013-05-31,2326.50
2013-06-03,2313.00
2013-06-04,2335.00
2013-06-05,2319.00
2013-06-06,2353.00
2013-06-07,2393.00
2013-06-10,2389.50
2013-06-11,2396.50
2013-06-12,2409.50
2013-06-13,2401.00
2013-06-14,2390.50
2013-06-17,2411.00
2013-06-18,2431.00
2013-06-19,2426.00
2013-06-20,2440.00
2013-06-21,2399.00
2013-06-24,2380.50
2013-06-25,2388.00
2013-06-26,2347.50
2013-06-27,2317.50
2013-06-28,2339.50
2013-07-01,2348.50
2013-07-02,2338.50
2013-07-03,2343.50
2013-07-04,2356.50
2013-07-05,2350.50
2013-07-08,2364.50
2013-07-09,2366.00
2013-07-10,2374.50
2013-07-11,2368.00
2013-07-12,2353.00
2013-07-15,2276.50
2013-07-16,2291.00
2013-07-17,2292.00
2013-07-18,2305.00
2013-07-19,2313.50
2013-07-22,2316.50
2013-07-23,2323.00
2013-07-24,2298.00
2013-07-25,2288.00
2013-07-26,2230.00
2013-07-29,2238.50
2013-07-30,2234.00
2013-07-31,2231.50
2013-08-01,2266.00
2013-08-02,2289.00
2013-08-05,2275.50
2013-08-06,2281.00
2013-08-07,2241.50
2013-08-12,2281.50
2013-08-13,2308.00
2013-08-14,2308.00
2013-08-15,2331.00
2013-08-16,2346.00
2013-08-19,2385.50
2013-08-20,2383.00
2013-08-21,2374.50
2013-08-22,2381.00
2013-08-23,2382.50
2013-08-26,2439.50
2013-08-27,2460.00
2013-08-28,2461.00
2013-08-29,2444.50
2013-08-30,2398.50
2013-09-02,2424.00
2013-09-03,2419.00
2013-09-04,2400.50
2013-09-05,2399.50
2013-09-06,2420.00
2013-09-09,2419.50
2013-09-10,2363.00
2013-09-11,2367.50
2013-09-12,2359.50
2013-09-13,2357.00
2013-09-17,2335.50
2013-09-18,2329.00
2013-09-19,2312.50
2013-09-20,2308.50
2013-09-23,2295.00
2013-09-24,2315.00
2013-09-25,2311.00
2013-09-26,2284.50
2013-09-27,2292.00
2013-09-30,2299.50
2013-10-01,2307.00
2013-10-04,2299.00
2013-10-07,2304.00
2013-10-08,2323.00
2013-10-09,2339.00
2013-10-10,2353.50
2013-10-11,2360.00
2013-10-14,2350.50
2013-10-16,2365.50
2013-10-17,2382.50
2013-10-18,2376.00
2013-10-21,2379.50
2013-10-22,2411.00
2013-10-23,2431.00
2013-10-24,2428.00
2013-10-25,2424.50
2013-10-28,2422.00
2013-10-30,2522.50
2013-10-31,2541.00
2013-11-01,2572.00
2013-11-04,2560.00
2013-11-06,2548.50
2013-11-07,2528.00
2013-11-08,2523.50
2013-11-11,2526.50
2013-11-12,2533.50
2013-11-13,2581.00
2013-11-14,2578.00
2013-11-15,2582.00
2013-11-18,2565.00
2013-11-19,2553.00
2013-11-20,2552.50
2013-11-21,2599.00
2013-11-22,2635.50
2013-11-25,2613.50
2013-11-26,2595.00
2013-11-27,2592.00
2013-11-28,2593.00
2013-11-29,2612.00
2013-12-02,2602.00
2013-12-03,2599.50
2013-12-04,2609.00
2013-12-05,2604.00
2013-12-06,2614.00
2013-12-09,2624.50
2013-12-10,2612.00
2013-12-11,2612.00
2013-12-12,2609.00
2013-12-13,2559.50
2013-12-16,2531.50
2013-12-17,2529.50
2013-12-18,2512.00
2013-12-19,2515.00
2013-12-20,2555.00
2013-12-23,2545.50
2013-12-24,2559.00
2013-12-26,2563.50
2013-12-27,2575.50
2013-12-30,2572.50
2013-12-31,2572.50
