Date,Price
2008-07-16,3498.50
2008-07-17,3446.00
2008-07-18,3386.50
2008-07-21,3282.50
2008-07-22,3275.50
2008-07-23,3176.50
2008-07-24,3109.00
2008-07-25,3095.50
2008-07-28,3147.00
2008-07-29,3008.50
2008-07-30,2980.50
2008-07-31,3039.00
2008-08-01,2982.50
2008-08-04,2878.00
2008-08-05,2780.00
2008-08-06,2775.50
2008-08-07,2807.50
2008-08-08,2826.50
2008-08-11,2693.50
2008-08-12,2626.00
2008-08-13,2609.50
2008-08-14,2636.00
2008-08-15,2471.00
2008-08-18,2460.50
2008-08-19,2518.50
2008-08-20,2531.00
2008-08-21,2641.50
2008-08-22,2727.50
2008-08-25,2636.50
2008-08-26,2470.50
2008-08-27,2477.50
2008-08-28,2504.50
2008-08-29,2531.50
2008-09-02,2487.50
2008-09-03,2519.50
2008-09-04,2530.00
2008-09-05,2476.50
2008-09-08,2500.50
2008-09-09,2382.50
2008-09-10,2373.50
2008-09-11,2332.50
2008-09-12,2351.00
2008-09-15,2336.50
2008-09-16,2161.00
2008-09-17,2148.50
2008-09-18,2113.00
2008-09-19,2208.00
2008-09-22,2315.50
2008-09-23,2403.00
2008-09-24,2345.50
2008-09-25,2319.00
2008-09-26,2289.50
2008-09-29,2244.00
2008-10-03,2011.50
2008-10-06,1895.50
2008-10-07,1902.50
2008-10-08,1906.50
2008-10-09,1898.00
2008-10-10,1810.50
2008-10-13,1820.00
2008-10-14,1890.50
2008-10-15,1791.00
2008-10-16,1661.50
2008-10-17,1680.00
2008-10-20,1704.50
2008-10-21,1708.50
2008-10-22,1614.00
2008-10-23,1554.50
2008-10-24,1479.00
2008-10-28,1410.00
2008-10-29,1432.00
2008-10-30,1549.00
2008-10-31,1507.00
2008-11-03,1631.50
2008-11-04,1587.50
2008-11-05,1693.50
2008-11-06,1597.00
2008-11-07,1618.00
2008-11-10,1638.50
2008-11-11,1581.50
2008-11-12,1511.00
2008-11-13,1441.00
2008-11-14,1451.00
2008-11-17,1406.00
2008-11-18,1403.00
2008-11-19,1433.50
2008-11-20,1425.50
2008-11-21,1413.00
2008-11-24,1463.00
2008-11-25,1496.00
2008-11-26,1510.50
2008-11-27,1575.00
2008-11-28,1663.50
2008-12-01,1617.50
2008-12-02,1564.50
2008-12-03,1560.50
2008-12-04,1491.00
2008-12-05,1456.50
2008-12-09,1529.50
2008-12-10,1573.50
2008-12-11,1616.00
2008-12-12,1593.50
2008-12-15,1588.00
2008-12-16,1549.00
2008-12-17,1568.00
2008-12-18,1559.50
2008-12-19,1535.00
2008-12-22,1580.00
2008-12-23,1558.00
2008-12-24,1553.00
2008-12-26,1569.00
2008-12-30,1630.00
