Date,Price
2009-05-14,2823.00
2009-05-15,2769.00
2009-05-18,2679.50
2009-05-19,2756.50
2009-05-20,2744.50
2009-05-21,2637.50
2009-05-22,2608.00
2009-05-25,2587.00
2009-05-26,2505.00
2009-05-27,2541.50
2009-05-28,2551.00
2009-05-29,2608.50
2009-06-01,2664.00
2009-06-02,2650.00
2009-06-03,2612.00
2009-06-04,2566.50
2009-06-05,2587.00
2009-06-08,2513.50
2009-06-09,2489.00
2009-06-10,2485.00
2009-06-11,2503.50
2009-06-12,2491.00
2009-06-15,2427.50
2009-06-16,2414.00
2009-06-17,2408.50
2009-06-18,2379.00
2009-06-19,2316.50
2009-06-22,2225.50
2009-06-23,2232.50
2009-06-24,2253.00
2009-06-25,2311.00
2009-06-26,2322.00
2009-06-29,2264.50
2009-06-30,2253.50
2009-07-01,2254.50
2009-07-02,2209.00
2009-07-03,2148.50
2009-07-06,2128.00
2009-07-07,2096.00
2009-07-08,2001.50
2009-07-09,2029.00
2009-07-10,2058.00
2009-07-13,2021.50
2009-07-14,2055.50
2009-07-15,2119.50
2009-07-16,2108.00
2009-07-17,2112.50
2009-07-20,2187.50
2009-07-21,2182.00
2009-07-22,2146.50
2009-07-23,2143.50
2009-07-24,2148.00
2009-07-27,2141.50
2009-07-28,2158.50
2009-07-29,2166.50
2009-07-30,2166.50
2009-07-31,2280.00
2009-08-03,2324.50
2009-08-04,2367.00
2009-08-05,2378.00
2009-08-06,2347.00
2009-08-07,2365.50
2009-08-10,2423.00
2009-08-11,2462.50
2009-08-12,2495.50
2009-08-13,2512.00
2009-08-14,2489.50
2009-08-17,2425.50
2009-08-18,2434.50
2009-08-19,2406.00
2009-08-20,2406.00
2009-08-21,2373.00
2009-08-24,2458.00
2009-08-25,2443.00
2009-08-26,2451.00
2009-08-27,2420.00
2009-08-28,2455.00
2009-09-01,2400.00
2009-09-02,2321.50
2009-09-03,2320.00
2009-09-04,2303.00
2009-09-07,2206.50
2009-09-08,2230.00
2009-09-09,2249.00
2009-09-10,2248.50
2009-09-11,2239.00
2009-09-14,2153.50
2009-09-15,2149.00
2009-09-16,2189.00
2009-09-17,2215.50
2009-09-18,2234.00
2009-09-23,2233.00
2009-09-24,2194.00
2009-09-25,2206.00
2009-09-28,2172.50
2009-09-29,2175.50
2009-09-30,2174.50
2009-10-01,2181.50
2009-10-02,2151.50
2009-10-05,2096.00
2009-10-06,2101.00
2009-10-07,2118.50
2009-10-08,2094.00
2009-10-09,2088.50
2009-10-12,2146.50
2009-10-13,2182.50
2009-10-14,2184.00
2009-10-15,2166.00
2009-10-16,2169.50
2009-10-19,2206.00
2009-10-20,2189.50
2009-10-21,2162.00
2009-10-22,2199.50
2009-10-23,2222.00
2009-10-26,2206.50
2009-10-27,2179.00
2009-10-28,2153.00
2009-10-29,2125.00
2009-10-30,2151.00
2009-11-02,2139.00
2009-11-03,2128.00
2009-11-04,2158.00
2009-11-05,2163.00
2009-11-06,2182.00
2009-11-09,2163.50
2009-11-10,2177.00
2009-11-11,2160.00
2009-11-12,2183.50
2009-11-13,2191.00
2009-11-16,2238.00
2009-11-17,2270.50
2009-11-18,2295.50
2009-11-19,2289.50
2009-11-20,2302.50
2009-11-23,2359.50
2009-11-24,2356.50
2009-11-25,2416.00
2009-11-26,2427.50
2009-12-01,2406.50
2009-12-02,2421.00
2009-12-03,2414.50
2009-12-04,2450.50
2009-12-07,2496.00
2009-12-08,2494.00
2009-12-09,2457.00
2009-12-10,2446.50
2009-12-11,2460.00
2009-12-14,2426.50
2009-12-15,2454.50
2009-12-16,2506.00
2009-12-17,2514.00
2009-12-21,2495.50
2009-12-22,2466.50
2009-12-23,2448.50
2009-12-24,2474.00
2009-12-28,2507.50
2009-12-29,2529.00
2009-12-30,2522.50
2009-12-31,2590.00
