Date,Price
2015-08-27,1802.00
2015-08-28,1832.50
2015-09-01,1894.50
2015-09-02,1894.50
2015-09-03,1897.50
2015-09-04,1923.50
2015-09-07,1917.50
2015-09-08,1936.50
2015-09-09,1971.00
2015-09-10,1994.00
2015-09-11,2014.00
2015-09-14,2050.00
2015-09-15,2053.00
2015-09-21,2018.00
2015-09-22,2047.50
2015-09-23,2068.50
2015-09-25,2163.50
2015-09-28,2181.00
2015-09-29,2241.00
2015-10-01,2287.00
2015-10-02,2290.50
2015-10-05,2307.50
2015-10-06,2285.50
2015-10-07,2243.00
2015-10-08,2181.50
2015-10-09,2183.50
2015-10-12,2171.00
2015-10-13,2193.50
2015-10-15,2187.00
2015-10-16,2188.50
2015-10-19,2166.50
2015-10-20,2172.00
2015-10-21,2198.00
2015-10-22,2200.50
2015-10-23,2178.00
2015-10-26,2150.50
2015-10-27,2129.50
2015-10-28,2155.50
2015-10-29,2143.00
2015-11-02,2154.00
2015-11-03,2119.50
2015-11-04,2146.00
2015-11-05,2153.50
2015-11-06,2147.50
2015-11-09,2160.50
2015-11-11,2140.00
2015-11-12,2126.00
2015-11-13,2132.50
2015-11-16,2086.00
2015-11-17,2093.50
2015-11-18,2089.00
2015-11-19,2080.00
2015-11-20,2067.50
2015-11-23,2057.00
2015-11-24,2074.50
2015-11-25,2056.00
2015-11-26,2085.50
2015-11-27,2094.50
2015-11-30,2095.50
2015-12-01,2123.50
2015-12-02,2094.00
2015-12-03,2105.50
2015-12-04,2143.50
2015-12-07,2158.50
2015-12-08,2147.00
2015-12-09,2151.00
2015-12-10,2136.00
2015-12-11,2160.50
2015-12-14,2170.50
2015-12-15,2152.50
2015-12-16,2133.00
2015-12-17,2134.00
2015-12-18,2153.50
2015-12-21,2161.00
2015-12-22,2187.00
2015-12-23,2192.00
2015-12-28,2255.50
2015-12-29,2181.50
2015-12-30,2214.00
2015-12-31,2198.00
