Date,Price
2011-01-03,3828.50
2011-01-04,3832.00
2011-01-05,3826.50
2011-01-06,3869.50
2011-01-07,3797.00
2011-01-10,3784.00
2011-01-11,3751.50
2011-01-12,3679.00
2011-01-13,3708.00
2011-01-14,3712.00
2011-01-17,3717.50
2011-01-18,3703.50
2011-01-19,3745.00
2011-01-21,3780.50
2011-01-24,3818.50
2011-01-25,3776.50
2011-01-26,3732.00
2011-01-27,3747.50
2011-01-28,3727.00
2011-01-31,3764.50
2011-02-02,3857.00
2011-02-07,3871.00
2011-02-08,3847.50
2011-02-09,3906.50
2011-02-10,3911.50
2011-02-11,3922.00
2011-02-14,3930.00
2011-02-16,3824.00
2011-02-17,3797.00
2011-02-18,3785.50
2011-02-21,3726.00
2011-02-22,3725.00
2011-02-23,3610.50
2011-02-24,3556.00
2011-02-25,3518.50
2011-02-28,3564.50
2011-03-01,3561.50
2011-03-02,3629.00
2011-03-03,3634.00
2011-03-04,3658.50
2011-03-07,3696.50
2011-03-08,3642.50
2011-03-09,3618.50
2011-03-10,3520.50
2011-03-11,3481.00
2011-03-14,3369.50
2011-03-15,3369.50
2011-03-16,3367.50
2011-03-17,3386.50
2011-03-18,3450.00
2011-03-21,3490.00
2011-03-22,3413.00
2011-03-23,3375.00
2011-03-24,3282.50
2011-03-25,3327.00
2011-03-28,3326.00
2011-03-29,3312.50
2011-03-30,3345.00
2011-03-31,3367.50
2011-04-01,3398.00
2011-04-04,3419.00
2011-04-05,3408.50
2011-04-06,3415.00
2011-04-07,3390.00
2011-04-08,3408.50
2011-04-11,3468.50
2011-04-12,3412.50
2011-04-13,3388.00
2011-04-14,3367.50
2011-04-15,3333.00
2011-04-18,3297.00
2011-04-19,3293.00
2011-04-20,3342.50
2011-04-21,3361.50
2011-04-22,3385.00
2011-04-25,3394.50
2011-04-26,3377.00
2011-04-27,3354.50
2011-04-28,3368.00
2011-05-03,3373.00
2011-05-04,3352.00
2011-05-05,3356.00
2011-05-06,3350.00
2011-05-09,3346.50
2011-05-10,3374.00
2011-05-11,3365.00
2011-05-12,3356.00
2011-05-13,3365.50
2011-05-16,3379.50
2011-05-18,3398.00
2011-05-19,3405.00
2011-05-20,3425.00
2011-05-23,3407.50
2011-05-24,3420.50
2011-05-25,3430.50
2011-05-26,3463.00
2011-05-27,3493.50
2011-05-30,3502.50
2011-05-31,3500.00
2011-06-01,3450.00
2011-06-02,3426.50
2011-06-03,3465.50
2011-06-06,3401.50
2011-06-07,3399.00
2011-06-08,3370.00
2011-06-09,3375.00
2011-06-10,3310.50
2011-06-13,3269.00
2011-06-14,3286.50
2011-06-15,3293.00
2011-06-16,3266.00
2011-06-17,3229.50
2011-06-20,3233.50
2011-06-21,3235.50
2011-06-22,3228.00
2011-06-23,3174.00
2011-06-24,3143.50
2011-06-27,3100.00
2011-06-28,3097.00
2011-07-01,3065.00
2011-07-04,3086.50
2011-07-05,3052.00
2011-07-06,3045.00
2011-07-07,3053.00
2011-07-08,3093.50
2011-07-11,3084.50
2011-07-12,3046.50
2011-07-13,3070.00
2011-07-14,3116.00
2011-07-15,3118.00
2011-07-18,3117.00
2011-07-19,3101.00
2011-07-20,3137.00
2011-07-21,3149.00
2011-07-22,3145.50
2011-07-25,3110.00
2011-07-26,3116.50
2011-07-27,3133.00
2011-07-28,3121.50
2011-07-29,3110.50
2011-08-01,3140.50
2011-08-02,3137.50
2011-08-03,3166.50
2011-08-04,3166.00
2011-08-05,3111.00
2011-08-08,3109.50
2011-08-09,3052.00
2011-08-10,3082.00
2011-08-11,3089.50
2011-08-12,3102.50
2011-08-15,3127.50
2011-08-16,3149.50
2011-08-17,3150.50
2011-08-18,3150.50
2011-08-19,3135.50
2011-08-22,3124.50
2011-08-23,3144.00
2011-08-24,3134.00
2011-08-25,3116.00
2011-08-26,3092.50
2011-09-02,3155.00
2011-09-05,3152.50
2011-09-06,3100.00
2011-09-07,3120.50
2011-09-08,3124.00
2011-09-09,3119.50
2011-09-12,3124.00
2011-09-13,3094.50
2011-09-14,3081.00
2011-09-15,3098.50
2011-09-19,3070.00
2011-09-20,3077.50
2011-09-21,3073.50
2011-09-22,3037.00
2011-09-23,2999.50
2011-09-26,2942.50
2011-09-29,2897.00
2011-09-30,2930.00
2011-10-03,2852.50
2011-10-04,2842.00
2011-10-05,2828.00
2011-10-06,2803.50
2011-10-07,2786.50
2011-10-10,2800.50
2011-10-11,2796.00
2011-10-12,2848.50
2011-10-13,2842.50
2011-10-14,2855.50
2011-10-17,2898.50
2011-10-18,2835.00
2011-10-19,2854.00
2011-10-20,2848.00
2011-10-21,2878.50
2011-10-24,2893.50
2011-10-25,2916.00
2011-10-27,2952.00
2011-10-28,2958.00
2011-10-31,2940.00
2011-11-01,2947.50
2011-11-02,2953.50
2011-11-03,2960.00
2011-11-04,2998.50
2011-11-08,3019.00
2011-11-09,3042.00
2011-11-10,3044.00
2011-11-11,3111.00
2011-11-14,3163.50
2011-11-15,3172.00
2011-11-16,3194.50
2011-11-17,3239.00
2011-11-18,3220.50
2011-11-21,3222.50
2011-11-22,3177.00
2011-11-23,3151.50
2011-11-24,3111.50
2011-11-25,3071.00
2011-11-29,3076.50
2011-11-30,3043.00
2011-12-01,3060.00
2011-12-02,3046.50
2011-12-05,3086.50
2011-12-06,3093.50
2011-12-07,3110.50
2011-12-08,3109.50
2011-12-09,3081.50
2011-12-12,3046.50
2011-12-13,3022.00
2011-12-14,3017.00
2011-12-15,3020.00
2011-12-16,3010.00
2011-12-19,3018.00
2011-12-20,3021.00
2011-12-21,3043.00
2011-12-22,3086.00
2011-12-23,3131.50
2011-12-27,3152.50
2011-12-28,3185.50
2011-12-29,3163.50
