Date,Price
2017-05-25,2845.00
2017-05-26,2833.00
2017-05-29,2811.00
2017-05-30,2777.00
2017-05-31,2761.00
2017-06-01,2768.50
2017-06-02,2782.50
2017-06-05,2749.50
2017-06-06,2740.50
2017-06-07,2736.50
2017-06-08,2690.00
2017-06-09,2684.50
2017-06-13,2661.50
2017-06-14,2667.50
2017-06-15,2671.50
2017-06-16,2696.00
2017-06-19,2686.00
2017-06-20,2631.00
2017-06-21,2600.00
2017-06-22,2578.00
2017-06-23,2616.50
2017-06-28,2622.50
2017-06-29,2589.50
2017-06-30,2600.50
2017-07-03,2627.50
2017-07-04,2634.00
2017-07-05,2665.50
2017-07-06,2657.00
2017-07-07,2640.50
2017-07-10,2662.00
2017-07-11,2635.50
2017-07-12,2656.00
2017-07-13,2628.50
2017-07-14,2611.50
2017-07-17,2623.50
2017-07-18,2599.00
2017-07-19,2581.50
2017-07-20,2595.00
2017-07-21,2599.50
2017-07-24,2573.00
2017-07-25,2603.50
2017-07-26,2618.00
2017-07-27,2659.00
2017-07-28,2642.50
2017-07-31,2623.50
2017-08-01,2648.00
2017-08-02,2623.00
2017-08-03,2596.00
2017-08-04,2601.50
2017-08-07,2582.00
2017-08-08,2600.00
2017-08-09,2616.00
2017-08-10,2630.00
2017-08-11,2622.00
2017-08-14,2639.50
2017-08-15,2624.50
2017-08-16,2609.00
2017-08-17,2620.00
2017-08-18,2637.50
2017-08-21,2654.50
2017-08-22,2695.50
2017-08-23,2693.50
2017-08-24,2712.00
2017-08-25,2705.50
2017-08-28,2707.50
2017-08-29,2702.00
2017-08-30,2680.00
2017-09-05,2725.50
2017-09-06,2734.00
2017-09-07,2733.50
2017-09-08,2759.50
2017-09-11,2786.50
2017-09-12,2813.50
2017-09-13,2840.00
2017-09-14,2868.50
2017-09-15,2865.50
2017-09-18,2849.00
2017-09-19,2818.50
2017-09-20,2784.50
2017-09-21,2775.00
2017-09-25,2710.00
2017-09-26,2728.00
2017-09-27,2736.50
2017-09-28,2713.50
2017-09-29,2716.00
2017-10-02,2698.50
2017-10-03,2697.50
2017-10-04,2719.00
2017-10-05,2737.00
2017-10-06,2730.00
2017-10-09,2740.00
2017-10-10,2719.00
2017-10-11,2691.00
2017-10-12,2716.50
2017-10-13,2729.00
2017-10-16,2744.00
2017-10-17,2748.50
2017-10-19,2713.00
2017-10-20,2724.50
2017-10-23,2751.50
2017-10-24,2771.50
2017-10-25,2777.50
2017-10-26,2785.50
2017-10-27,2806.00
2017-10-30,2820.50
2017-10-31,2786.50
2017-11-01,2801.00
2017-11-02,2802.00
2017-11-03,2791.50
2017-11-06,2769.00
2017-11-07,2763.00
2017-11-08,2766.00
2017-11-09,2784.50
2017-11-10,2757.00
2017-11-13,2733.50
2017-11-14,2709.50
2017-11-15,2693.00
2017-11-16,2686.50
2017-11-17,2658.50
2017-11-20,2595.50
2017-11-21,2560.00
2017-11-22,2545.00
2017-11-23,2527.50
2017-11-24,2539.50
2017-11-27,2492.50
2017-11-28,2478.50
2017-11-29,2464.50
2017-11-30,2473.50
2017-12-04,2498.50
2017-12-05,2448.50
2017-12-06,2449.00
2017-12-07,2432.00
2017-12-08,2423.50
2017-12-11,2382.50
2017-12-12,2398.50
2017-12-13,2388.00
2017-12-14,2338.50
2017-12-15,2367.50
2017-12-18,2397.00
2017-12-19,2388.00
2017-12-20,2389.50
2017-12-21,2371.00
2017-12-22,2351.50
2017-12-26,2376.00
2017-12-27,2415.00
2017-12-28,2435.50
2017-12-29,2400.00
